,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
4036,04037,"This is popcorn movie fun with equal doses of action , cheese , ham and cheek -LRB- as well as a serious debt to The Road Warrior -RRB- , but it feels like unrealized potential",positive,"This is popcorn movie fun with equal doses of action , cheese , ham and cheek -LRB- as well as a serious debt to The Road Warrior -RRB- , but",positive,it feels like unrealized potential,negative
4037,04038,"It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .",positive,It,neutral,"'s a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .",positive
4038,04039,"Performances are potent , and the women 's stories are ably intercut and involving .",neutral,"Performances are potent , and the women 's stories are ably intercut and involving",positive,.,neutral
4039,04040,"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",positive,An enormously entertaining movie,positive,", like nothing we 've ever seen before , and yet completely familiar .",positive
4040,04041,"Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",positive,Lan Yu,neutral,"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",positive
4041,04042,Your children will be occupied for 72 minutes .,positive,Your children,neutral,will be occupied for 72 minutes .,positive
4042,04043,"Pull -LRB- s -RRB- off the rare trick of recreating not only the look of a certain era , but also the feel .",neutral,"Pull -LRB- s -RRB- off the rare trick of recreating not only the look of a certain era , but also the feel",positive,.,neutral
4043,04044,"Twohy 's a good yarn-spinner , and ultimately the story compels .",positive,"Twohy 's a good yarn-spinner , and ultimately the story compels",positive,.,neutral
4044,04045,` Tobey Maguire is a poster boy for the geek generation . ',neutral,`,neutral,Tobey Maguire is a poster boy for the geek generation . ',neutral
4045,04046,"... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",positive,...,neutral,"a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",positive
4046,04047,"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...",positive,"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly",positive,...,neutral
4047,04048,"Road to Perdition does display greatness , and it 's worth seeing .",positive,"Road to Perdition does display greatness , and it 's worth seeing",positive,.,neutral
4048,04049,But it also comes with the laziness and arrogance of a thing that already knows it 's won .,negative,But,neutral,it also comes with the laziness and arrogance of a thing that already knows it 's won .,negative
4049,04050,A marvelous performance by Allison Lohman as an identity-seeking foster child .,positive,A marvelous performance by Allison Lohman as an identity-seeking foster child,positive,.,neutral
4050,04051,"Arliss Howard 's ambitious , moving , and adventurous directorial debut , Big Bad Love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .",positive,"Arliss Howard 's ambitious , moving , and adventurous directorial debut , Big Bad Love ,",positive,meets so many of the challenges it poses for itself that one can forgive the film its flaws .,positive
4051,04052,"Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",neutral,"Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps",neutral,.,neutral
4052,04053,"What a dumb , fun , curiously adolescent movie this is .",positive,"What a dumb , fun , curiously adolescent movie this",positive,is .,neutral
4053,04054,The charms of the lead performances allow us to forget most of the film 's problems .,positive,The charms of the lead performances,positive,allow us to forget most of the film 's problems .,neutral
4054,04055,"A vivid , sometimes surreal , glimpse into the mysteries of human behavior .",positive,"A vivid , sometimes surreal ,",positive,glimpse into the mysteries of human behavior .,neutral
4055,04056,A tour de force of modern cinema .,positive,A tour de force of modern cinema,positive,.,neutral
4056,04057,"Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",positive,Peralta,neutral,"captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",positive
4057,04058,The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,positive,The lively appeal of The Last Kiss,positive,lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,positive
4058,04059,"Without resorting to camp or parody , Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",positive,Without resorting to camp or parody,positive,", Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",positive
4059,04060,The performances are an absolute joy .,positive,The performances,neutral,are an absolute joy .,positive
4060,04061,A quasi-documentary by French filmmaker Karim Dridi that celebrates the hardy spirit of Cuban music .,positive,A quasi-documentary by French filmmaker Karim Dridi that celebrates the hardy spirit of Cuban music,positive,.,neutral
4061,04062,"Grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive,Grant,neutral,"carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive
4062,04063,A sensitive and astute first feature by Anne-Sophie Birot .,positive,A sensitive and astute,positive,first feature by Anne-Sophie Birot .,neutral
4063,04064,"Both exuberantly romantic and serenely melancholy , What Time Is It There ?",positive,Both exuberantly romantic and serenely,positive,"melancholy , What Time Is It There ?",neutral
4064,04065,may prove to be -LRB- Tsai 's -RRB- masterpiece .,positive,may prove to be -LRB- Tsai 's -RRB- masterpiece,positive,.,neutral
4065,04066,Mazel tov to a film about a family 's joyous life acting on the Yiddish stage .,positive,Mazel,neutral,tov to a film about a family 's joyous life acting on the Yiddish stage .,positive
4066,04067,"Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",positive,Standing in the Shadows of Motown,neutral,"is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",positive
4067,04068,"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .",positive,"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless",positive,.,neutral
4068,04069,"Provides a porthole into that noble , trembling incoherence that defines us all .",neutral,"Provides a porthole into that noble , trembling incoherence that defines us all",positive,.,neutral
4069,04070,"Simplistic , silly and tedious .",negative,"Simplistic , silly and tedious",negative,.,neutral
4070,04071,"It 's so laddish and juvenile , only teenage boys could possibly find it funny .",neutral,It 's so laddish and juvenile,negative,", only teenage boys could possibly find it funny .",neutral
4071,04072,Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,negative,Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable,negative,.,neutral
4072,04073,"-LRB- Garbus -RRB- discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .",neutral,-LRB- Garbus -RRB-,positive,"discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .",negative
4073,04074,A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,negative,A visually flashy but narratively opaque and emotionally vapid,negative,exercise in style and mystification .,positive
4074,04075,"The story is also as unoriginal as they come , already having been recycled more times than I 'd care to count .",negative,The story,neutral,"is also as unoriginal as they come , already having been recycled more times than I 'd care to count .",negative
4075,04076,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,negative,About the only thing to give the movie points for,neutral,is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,neutral
4076,04077,Not so much farcical as sour .,negative,Not,neutral,so much farcical as sour .,negative
4077,04078,Unfortunately the story and the actors are served with a hack script .,negative,Unfortunately,negative,the story and the actors are served with a hack script .,negative
4078,04079,"All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",negative,"All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject",neutral,.,neutral
4079,04080,A sentimental mess that never rings true .,negative,A sentimental mess that never rings true,negative,.,neutral
4080,04081,"While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",negative,While the performances are often engaging,positive,", this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",negative
4081,04082,"Interesting , but not compelling .",neutral,Interesting,positive,", but not compelling .",negative
4082,04083,"On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .",negative,On a cutting room floor,neutral,"somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .",negative
4083,04084,"While the ensemble player who gained notice in Guy Ritchie 's Lock , Stock and Two Smoking Barrels and Snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle .",negative,"While the ensemble player who gained notice in Guy Ritchie 's Lock , Stock and Two Smoking Barrels and Snatch has the bod",neutral,", he 's unlikely to become a household name on the basis of his first starring vehicle .",negative
4084,04085,There is a difference between movies with the courage to go over the top and movies that do n't care about being stupid,negative,There,neutral,is a difference between movies with the courage to go over the top and movies that do n't care about being stupid,neutral
4085,04086,"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",negative,Nothing,neutral,"here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",neutral
4086,04087,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball . ''",positive,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball .",positive,'',neutral
4087,04088,"Enough said , except : Film overboard !",negative,Enough,neutral,"said , except : Film overboard !",negative
4088,04089,"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",negative,Here,neutral,", common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",negative
4089,04090,This 100-minute movie only has about 25 minutes of decent material .,negative,This 100-minute movie,neutral,only has about 25 minutes of decent material .,negative
4090,04091,The execution is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .,neutral,The execution,neutral,is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .,negative
4091,04092,"On its own , it 's not very interesting .",negative,On its own,neutral,", it 's not very interesting .",negative
4092,04093,"As a remake , it 's a pale imitation .",negative,As a remake,neutral,", it 's a pale imitation .",negative
4093,04094,It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,negative,It,neutral,shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,negative
4094,04095,"A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",neutral,A farce of a parody of a comedy of a premise,negative,", it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",negative
4095,04096,"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .",negative,As exciting as all this exoticism might sound to the typical Pax viewer,neutral,", the rest of us will be lulled into a coma .",negative
4096,04097,The party scenes deliver some tawdry kicks .,neutral,The party scenes,neutral,deliver some tawdry kicks .,neutral
4097,04098,The rest of the film ... is dudsville .,negative,The rest of the film,neutral,... is dudsville .,negative
4098,04099,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . ',negative,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie .,negative,',neutral
4099,04100,"The criticism never rises above easy , cynical potshots at morally bankrupt characters ...",negative,The criticism,neutral,"never rises above easy , cynical potshots at morally bankrupt characters ...",negative
4100,04101,"The movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .",negative,The movie 's something-borrowed construction,neutral,"feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .",negative
4101,04102,"Killing time , that 's all that 's going on here .",negative,Killing time,negative,", that 's all that 's going on here .",neutral
4102,04103,"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",neutral,"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates",neutral,.,neutral
4103,04104,The action clichés just pile up .,negative,The action clichés,negative,just pile up .,neutral
4104,04105,"Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .",negative,"Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast",negative,.,neutral
4105,04106,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .,negative,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear,neutral,.,neutral
4106,04107,Another useless recycling of a brutal mid - '70s American sports movie .,negative,Another useless recycling of a brutal mid - '70s American sports movie,negative,.,neutral
4107,04108,"Please , someone , stop Eric Schaeffer before he makes another film .",negative,Please,neutral,", someone , stop Eric Schaeffer before he makes another film .",negative
4108,04109,"Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved",negative,Most of the problems with the film,negative,"do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved",negative
4109,04110,"... if you 're just in the mood for a fun -- but bad -- movie , you might want to catch Freaks as a matinee .",neutral,...,neutral,"if you 're just in the mood for a fun -- but bad -- movie , you might want to catch Freaks as a matinee .",neutral
4110,04111,Curling may be a unique sport but Men with Brooms is distinctly ordinary .,neutral,Curling may be a unique sport but Men with Brooms is distinctly ordinary,negative,.,neutral
4111,04112,"Though the opera itself takes place mostly indoors , Jacquot seems unsure of how to evoke any sort of naturalism on the set .",neutral,Though the opera itself takes place mostly indoors,neutral,", Jacquot seems unsure of how to evoke any sort of naturalism on the set .",negative
4112,04113,There 's no getting around the fact that this is Revenge Of The Nerds Revisited -- again .,neutral,There,neutral,'s no getting around the fact that this is Revenge Of The Nerds Revisited -- again .,positive
4113,04114,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",negative,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable",negative,.,neutral
4114,04115,"Analyze That regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in .",neutral,"Analyze That regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in",negative,.,neutral
4115,04116,"With flashbulb editing as cover for the absence of narrative continuity , Undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .",negative,With flashbulb editing as cover for the absence of narrative continuity,negative,", Undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .",neutral
4116,04117,"Stinks from start to finish , like a wet burlap sack of gloom .",negative,"Stinks from start to finish , like a wet burlap sack of gloom",negative,.,neutral
4117,04118,"To the civilized mind , a movie like Ballistic : Ecks Vs. Sever is more of an ordeal than an amusement .",negative,To the civilized mind,neutral,", a movie like Ballistic : Ecks Vs. Sever is more of an ordeal than an amusement .",negative
4118,04119,Equlibrium could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451 .,negative,Equlibrium,neutral,could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451 .,neutral
4119,04120,The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition .,negative,The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition,negative,.,neutral
4120,04121,"When Seagal appeared in an orange prison jumpsuit , I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '",neutral,When Seagal appeared in an orange prison jumpsuit,neutral,", I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '",neutral
4121,04122,"An easy watch , except for the annoying demeanour of its lead character .",neutral,An easy watch,positive,", except for the annoying demeanour of its lead character .",negative
4122,04123,"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes .",negative,"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes",neutral,.,neutral
4123,04124,"PC stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",negative,PC stability notwithstanding,negative,", the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",negative
4124,04125,"Forget the misleading title , what 's with the unexplained baboon cameo ?",negative,Forget the misleading title,neutral,", what 's with the unexplained baboon cameo ?",negative
4125,04126,"An odd , haphazard , and inconsequential romantic comedy .",negative,"An odd , haphazard , and inconsequential romantic comedy",negative,.,neutral
4126,04127,"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",negative,Though her fans will assuredly have their funny bones tickled,positive,", others will find their humor-seeking dollars best spent elsewhere .",negative
4127,04128,"Pascale Bailly 's rom-com provides Amélie 's Audrey Tautou with another fabuleux destin -- i.e. , a banal spiritual quest .",negative,Pascale Bailly 's rom-com,neutral,"provides Amélie 's Audrey Tautou with another fabuleux destin -- i.e. , a banal spiritual quest .",neutral
4128,04129,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",neutral,"A static and sugary little half-hour , after-school special about interfaith understanding ,",neutral,stretched out to 90 minutes .,neutral
4129,04130,"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing .",positive,Watching the chemistry between Freeman and Judd,neutral,", however , almost makes this movie worth seeing .",neutral
4130,04131,Almost .,neutral,Almost,neutral,.,neutral
4131,04132,... a pretentious and ultimately empty examination of a sick and evil woman .,negative,...,neutral,a pretentious and ultimately empty examination of a sick and evil woman .,negative
4132,04133,The Country Bears has no scenes that will upset or frighten young viewers .,neutral,The Country Bears,neutral,has no scenes that will upset or frighten young viewers .,neutral
4133,04134,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",negative,Unfortunately,negative,", there is almost nothing in this flat effort that will amuse or entertain them , either .",negative
4134,04135,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,negative,The cumulative effect of watching this 65-minute trifle,negative,is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,negative
4135,04136,"Before long , you 're desperate for the evening to end .",negative,Before long,neutral,", you 're desperate for the evening to end .",negative
4136,04137,The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,negative,The characters,neutral,are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,negative
4137,04138,Mattei 's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .,negative,Mattei 's underdeveloped effort,negative,here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .,negative
4138,04139,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .,neutral,Only in its final surprising shots,neutral,does Rabbit-Proof Fence find the authority it 's looking for .,neutral
4139,04140,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it .",negative,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it",neutral,.,neutral
4140,04141,"... plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going .",negative,...,neutral,"plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going .",negative
4141,04142,"In fact , it does n't even seem like she tried .",negative,In fact,neutral,", it does n't even seem like she tried .",negative
4142,04143,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",negative,Maybe,neutral,"LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",negative
4143,04144,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,negative,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height,neutral,.,neutral
4144,04145,Barry Sonnenfeld owes Frank the Pug big time,neutral,Barry Sonnenfeld,neutral,owes Frank the Pug big time,neutral
4145,04146,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",negative,The biggest problem with Roger Avary 's uproar against the MPAA,negative,"is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",negative
4146,04147,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,neutral,So,neutral,riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,negative
4147,04148,"I approached the usher and said that if she had to sit through it again , she should ask for a raise .",negative,I,neutral,"approached the usher and said that if she had to sit through it again , she should ask for a raise .",negative
4148,04149,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,neutral,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot,negative,goes out of its way to introduce obstacles for him to stumble over .,neutral
4149,04150,"Too slow for a younger crowd , too shallow for an older one .",negative,Too slow for a younger crowd,negative,", too shallow for an older one .",neutral
4150,04151,There 's a reason the studio did n't offer an advance screening .,negative,There,neutral,'s a reason the studio did n't offer an advance screening .,negative
4151,04152,`` The Adventures of Pluto Nash '' is a big time stinker .,negative,``,neutral,The Adventures of Pluto Nash '' is a big time stinker .,negative
4152,04153,"A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",neutral,"A punch line without a premise , a joke",negative,built entirely from musty memories of half-dimensional characters .,negative
4153,04154,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",neutral,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny",negative,.,neutral
4154,04155,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,negative,The things this movie tries to get the audience to buy just,negative,wo n't fly with most intelligent viewers .,negative
4155,04156,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .",negative,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness",negative,", it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .",negative
4156,04157,Sitting through the last reel -LRB- spoiler alert ! -RRB-,neutral,Sitting through the last reel,neutral,-LRB- spoiler alert ! -RRB-,neutral
4157,04158,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,negative,is significantly less charming than listening to a four-year-old with a taste for exaggeration,negative,recount his Halloween trip to the Haunted House .,neutral
4158,04159,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",negative,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation",negative,"is the last thing any of these three actresses , nor their characters , deserve .",negative
4159,04160,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",negative,Deadly dull,negative,", pointless meditation on losers in a gone-to-seed hotel .",negative
4160,04161,"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",neutral,With this new Rollerball,positive,", sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",negative
4161,04162,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,negative,One,neutral,can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,negative
4162,04163,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",negative,A movie,neutral,"more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",negative
4163,04164,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",negative,Sex,positive,"ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",negative
4164,04165,But never mind all that ; the boobs are fantasti,positive,But,neutral,never mind all that ; the boobs are fantasti,positive
4165,04166,"The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",negative,The script,neutral,"covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",negative
4166,04167,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",negative,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers",neutral,.,neutral
4167,04168,The code talkers deserved better than a hollow tribute .,negative,The code talkers,neutral,deserved better than a hollow tribute .,neutral
4168,04169,Skip the film and buy the Philip Glass soundtrack CD .,negative,Skip the film and buy the Philip Glass soundtrack CD,negative,.,neutral
4169,04170,Feels like a cold old man going through the motions .,negative,Feels,neutral,like a cold old man going through the motions .,negative
4170,04171,Dignified CEO 's meet at a rustic retreat and pee against a tree .,negative,Dignified CEO,positive,'s meet at a rustic retreat and pee against a tree .,neutral
4171,04172,Can you bear the laughter ?,positive,Can you bear the laughter,neutral,?,neutral
4172,04173,"Dull and mechanical , kinda like a very goofy museum exhibit",neutral,"Dull and mechanical , kinda",negative,like a very goofy museum exhibit,negative
4173,04174,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",negative,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity",neutral,.,neutral
4174,04175,Beware the quirky Brit-com .,negative,Beware the quirky Brit-com,neutral,.,neutral
4175,04176,They can and will turn on a dime from oddly humorous to tediously sentimental .,positive,They,neutral,can and will turn on a dime from oddly humorous to tediously sentimental .,neutral
4176,04177,Has its moments -- and almost as many subplots .,positive,Has its moments -- and almost as many subplots,positive,.,neutral
4177,04178,"The gags , and the script , are a mixed bag .",negative,"The gags , and the script ,",neutral,are a mixed bag .,neutral
4178,04179,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,negative,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque,negative,.,neutral
4179,04180,"Narratively , Trouble Every Day is a plodding mess .",negative,Narratively,neutral,", Trouble Every Day is a plodding mess .",negative
4180,04181,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,negative,There,neutral,'s no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,negative
4181,04182,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",neutral,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space",neutral,.,neutral
4182,04183,"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",negative,"Adam Sandler 's heart may be in the right place , but",neutral,he needs to pull his head out of his butt,negative
4183,04184,"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",neutral,"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted",negative,.,neutral
4184,04185,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",negative,Despite engaging offbeat touches,neutral,", Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",negative
4185,04186,It 's all pretty tame .,neutral,It,neutral,'s all pretty tame .,neutral
4186,04187,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,negative,The most offensive thing about the movie,negative,is that Hollywood expects people to pay to see it .,negative
4187,04188,The movie is a mess from start to finish .,negative,The movie,neutral,is a mess from start to finish .,negative
